Name,x,y,normal,undiff,well_diff,Class
Tile 89,5538.0,86544.0,1.209845220665598E-19,1.0,1.4052932652572174E-19,undiff
Tile 90,5538.0,87056.0,2.1013402129455017E-10,1.0,5.8958338655656917E-8,undiff
Tile 91,5538.0,87568.0,1.8475996159235072E-16,1.0,1.4142557601631942E-15,undiff
Tile 92,5538.0,88080.0,8.008991819768091E-18,1.0,1.6883973912068973E-17,undiff
Tile 94,5538.0,89104.0,1.725107144807947E-13,1.0,1.957302185997059E-13,undiff
Tile 101,6051.0,1552.0,1.7779446555994379E-16,1.0,1.9925485260690934E-16,undiff
Tile 103,6051.0,60944.0,1.2085856404206452E-12,1.0,1.3583104909939414E-12,undiff
Tile 105,6051.0,61968.0,1.9504055929185377E-15,1.0,2.148386415328548E-15,undiff
Tile 115,6051.0,80912.0,8.131892164511627E-17,1.0,1.6827848714890515E-16,undiff
Tile 126,6051.0,86544.0,6.043942185244384E-16,1.0,4.063072205344898E-15,undiff
Tile 127,6051.0,87056.0,1.72078831154836E-21,1.0,2.1224111561305642E-21,undiff
Tile 128,6051.0,87568.0,2.4541989788470038E-15,1.0,2.3073212719777747E-13,undiff
Tile 129,6051.0,88080.0,7.579083194375613E-12,1.0,8.558048159024167E-10,undiff
